title,video_id,channel,chunks_punctuation
Island Nations At Risk RIGHT NOW Because of Climate Change,UecII6d3h3Q,David Pakman,"help us make that transition. so I'm going to wait and see. mode I I can I con see you with with with a again optimism that the Paris agreement cannot be stopped. all the world has signed onto the Paris agreement, including the United States. if the if the United States wishes to withdraw- and that would be extremely unfortunate- then what that would mean was that the United States would go to the sidelines again, because it was on the sidelines for the Kyo protocol. if, if, if United States goes to the sidelines again, the game or push will continue well. last thing I want to touch on: anytime we talk about curbing emissions, limiting energy use, Etc. it's much easier to get agreement from people, sort of in the abstract, that other than the climate science deniers that this is something we need to address. but when the rubber meets the road and you say: here is how everybody's daytoday energy consumption would have to change for us to achieve what we need to achieve or what we're looking to achieve, it's much harder to get Buy in from people who are very comfortable based on the, the, the benefits and luxuries that fossil fuels bring to us. what's the best way to have that conversation with people to explain the urgency of this, that's. that's an excellent question and it's one I've struggled with here at St George's University. we are an American University here."
Island Nations At Risk RIGHT NOW Because of Climate Change,UecII6d3h3Q,David Pakman,"in Grenada. I teach American students public health and, and one of the things I say to them- and I try to personalize this- is: I say: all of us have to reduce our carbon Footprints. uh, as a typical American, we're probably at around 20 tons of CO2 per year. we're going to have to drop that to less than, say, six. but does that mean that you're going to lose your SUV? does that mean that you're going to use your plasma TV? not necessarily that, the, the technology that we have in the world today, um, with renewable energy, with increased Energy Efficiency. I do not think that combating climate change means that we're going to lose or way of life, the, the, the, the typical American way of life, that's a myth, that that's, that's being perpetuated. we're going to have to do some Paradigm shifts in, in, in, in, yes, in the way that we produce energy. but we've already learned that we can decouple economic growth from increased energy emissions. the United States has actually proven that in the, in the in the last year. so, again, I, I remain optimistic that if we bring technology to Bear, if we have the, the, the, the political will to transform our energy Industries- and there will be some that lose. the coal industry will lose, the oil industry will lose, but they will be replaced and we will have all of the energy that we."
Island Nations At Risk RIGHT NOW Because of Climate Change,UecII6d3h3Q,David Pakman,"require and we will have the quality of life that we all desire. well, I don't share your optimism, but I like that you're optimistic because, uh, uh, I hope that you're right in that optimism. we've been speaking with Dr Hugh cely, professor at St George's University. really appreciate you talking to me about this. thank you for having me on the show."
The ONE NUMBER That Connects Hurricanes to Climate Change,zF5TqVIJY28,David Pakman,"been a tough weekend for many parts of Florida and the southeast of the US with hurricane Irma- and I am NOT a meteorologist, this is not the Weather Channel and there's plenty of coverage of the impact of that particular hurricane. but I want to keep building on our sort of conversation and understanding about the connection between climate change and individual weather events and, like I told you last week, whenever there's a hurricane, the anti-science crowd says it's not time to talk about climate change. that's politicizing a natural disaster. my view is, any opportunity to talk about climate change is a good one and there is a relationship between extreme weather events, and their frequency and severity, and climate change, but it's a complex relationship. again, I told you this last week. generally speaking, when you have a warmer ocean, that serves is more fuel for storms to build rather than dissipate. there's a very important number that tells us so much more about how and why climate change connects to more and more severe hurricanes, and it's called the clausius-clapeyron equation. I have no idea if I'm pronouncing that correctly, but that's roughly what it is. some people call it the clausius clapeyron relation and it's a physical law and it predates the modern politicization of climate change by several centuries, in fact, and quite simply, what that relation states is that every time air temperature goes up by one degree Celsius, that air can."
The ONE NUMBER That Connects Hurricanes to Climate Change,zF5TqVIJY28,David Pakman,"effectively hold seven percent more water. well, you might be saying: great, we don't have to worry, we use fahrenheit in the US, so the impact won't really be as bad. of course that that would be moronic, and the significance with hurricanes and extreme weather is pretty direct. here's a quote from Gabriel vecchia's, a professor of geosciences at Princeton University. he said: a warmer ocean makes a warmer atmosphere. a warmer atmosphere can hold more, so, all other things equal, the same storm in a warmer planet would give you more rainfall. now, this is not literally true, right that the saying the atmosphere can hold 7% more water. it's more accurate to say: there's more energy in the weather cycle, so it can move more water. it's- it's sort of a shorthand, right the? the atmosphere can hold 7% more water. and of course, climate change encompasses a lot more than just water. we've talked about pollution. we've talked about the oceans ability to carry life as a result of acidification of oceans. it's a long list. but as far as weather is concerned, this summer's hurricane season has been particularly warm. in the region of the Atlantic, where hurricanes forms, sea surface temperatures have been anywhere from half a degree to a degree Celsius above average. the higher temperatures mean that hurricanes will store more water, which they will eventually dump when they make landfall, which means bigger storm surges and more flooding. but let's talk."
The ONE NUMBER That Connects Hurricanes to Climate Change,zF5TqVIJY28,David Pakman,"a little bit about the math, because very often the devil is in the details. the most important thing I can tell you about this equation is that for every degree of temperature increase, you add 7% to the holding capacity of the atmosphere, not 7 units. this means that it is an exponential increase. it's sort of like compound interest: if you put a hundred bucks in an account earning 5% interest, that first year you earn five dollars, but next year you earn 5% of the hundred and five dollars that you now have. meaning in year two you're adding five dollars and 25 cents. same thing with the air temperature. meaning that one degree increase adds 7%. the second degree increase adds another 7%, which is a growing amount of water that can be conceivably held. add that to the fact that damage caused by rainfall or flooding is also exponential. right, with snow, you can think about it: two inches of snow doesn't really cause much more chaos than an inch of snow. 1/3 inch of snow- it starts to get a little dicey. the third inch of snow causes a lot more chaos than the second inch, and so on, until eventually you've got enough snow that power lines become down, etc. same thing with rainfall, and that's why all of this Pat, the financial damage grows exponentially. it's all exponential equations and that's what a lot of people don't get when they say: well,"
The ONE NUMBER That Connects Hurricanes to Climate Change,zF5TqVIJY28,David Pakman,"we've had a little more rainfall in the last few years, or a couple more hurricanes or whatever. there are still plenty of people in that anti science community who just think this is no big deal, yeah, and one thing that they'll point to is that there hadn't been a major hurricane to hit the US since 2005- I think- I didn't think 12 years. and now that kind of puts aside, you know that we had some pretty significant storms, including Hurricane Gustav, superstorm, Stamey's, sandy. aside from that, though, it could just be luck, you know, yeah, well of yours. it's not a long time, yeah, and also, the world's a pretty big place. it's not just the United States that were talking about. just because they're not forming here and maybe the jet stream is bringing it to a different direction, we could be due for more. it's unconscionable to basically write off all of the concerns in that way. it truly is, and we're gonna continue talking about it, and I think there's no better opportunity than when we're having these huge hurricanes to actually talk about the broader issues that we're facing. the video you just finished watching was made possible by you through the membership program. you can sign up for membership at david pakmancom slash membership. we are viewer supported independent media. you can use the coupon code- I voted 17- for a 40% discount off of your membership."
"If We Don&#39;t Solve Climate Change, Does Anything Even Matter?",mSjEuWur7Xo,David Pakman,"okay, let's go next to our caller from. let's go to country code 48. I don't know what cut, what country this is, but who's calling today from country code 48? hi, David, I believe this is me. my name is vitaly. yes, it is where you coming from. well, actually, the phone number is located in Poland, but I'm actually calling from Ukraine. how dare you call from a different place than your phone number? that is horrible. okay now, I've been following your show for a while and the question I have for you is actually a challenge. I would consider myself to be a progressive like you and I totally, totally agree with you on pretty much every single issue you talk about. yeah, you know, respect man, really well, thank you. what I hear is amazing, yeah, but I would say that it's all pointless and useless. if you take the larger picture, like the dying planet and the point that no one's gonna stop it voluntarily- I mean, there's not going to be a voluntary- mmm-hmm, sorry- transformation- and basically you basically means that you have to simply stop the industrial civilization from destroying the planet. there could be a lot of discussion here, of course, but I would love to hear if you're in any way open to a discussion to have longer, to a deeper discussion. in that regard, listen, you're presenting a fatalistic but accurate critique of really of life, not just"
"If We Don&#39;t Solve Climate Change, Does Anything Even Matter?",mSjEuWur7Xo,David Pakman,"of my program or programs in general, which is, if you really want a big picture, it we're all dead. the Sun is eventually going to expand and engulf the earth and if Homo sapiens has not found some other place to live, Homo sapiens will die out. I mean, I'm taking it to them, taking the fatalism to a saw extreme-right vitaliy, but there's a point to this. so then we come back to any one activist or any one show. I mean, yeah, you're right, there are in modern American and sort of global society a few major meta issues. you've identified one, which is climate change in the destruction of the planet. in order to make change happen in a serious way, we need to change the way that politics is financed and controlled by the rich and by corporations. that's another meta issue. we need to change how it is that we select our leaders. you know there's these sort of three or four meta issues that exist and if we don't deal with them, then we're kind of doomed. but but I think that that's what we're trying to do. I mean, we talk about these issues on our show and your how. you're obviously right that if those issues aren't dealt with we're in trouble, but I don't know that that gets us to a point of why even bother? I don't. it doesn't get me to. why even bother? no, I, I'm what."
"If We Don&#39;t Solve Climate Change, Does Anything Even Matter?",mSjEuWur7Xo,David Pakman,"I'm saying is that why even bother, you know, creating democracy if that doesn't give us enough time to actually secure a future for the coming generation, this proper, you know, the next generation, not eventually, not when the Sun burns out, not, not that. I'm talking about the kids that are being born today. they will not basically live to die. that that's pretty much a guarantee for almost every one of them, because you know, you see what's happening with hurricanes, you see what's happening with extreme heat waves, you see what's happening with the food supply, with the immigration, with, you know, quite a lot of stuff, and that's all because we burn fossil fuels. and what I'm saying you're, I believe you're taking it wrong, like you're. you see, there's fatalistic or something I'm trying to say that any ambition that does not take into account the bigger picture is basically pointless. okay, well, listen, that's your point then. I agree with you. I agree that the bigger picture has to be taken into account. this is why I talk all the time about the unsustainability of the idea of infinite and indefinite growth as it is considered economically. I mean in. in that, as you're laying it out, vitaly, I agree with you. ok, I hope I'll be writing to you on Twitter and while proposing probably some public dialog, in that I would be sort of your friendly rival if you wanted that ok."
"If We Don&#39;t Solve Climate Change, Does Anything Even Matter?",mSjEuWur7Xo,David Pakman,"well, it sounds like we agreed, so it may not be. it may not be the most exciting rivalry, but I welcome your comments, Batali. thank you. I've got a bunch of people holding, so I'm going to continue moving down the queue."
Which Policies Would Actually Curb Climate Change?,4dHem7KqCYY,David Pakman,"hey, David, what policies actually make the most sense to deal with climate change? this is a really good question, particularly in the context of the g20 summit and the United States being the only of 20 countries that didn't sign on to the sort of climate change agreement or intent to work on the issue of climate change. I think the answer the question properly. you really need to divide it up into short term versus long term action on climate change. we need some short-term ideas on climate change to serve as like a bridge or a funnel to the long term solution that we ultimately want. so, number one: we need to understand what causes emissions. emissions are a big part of what we're trying to ameliorate. energy causes huge emissions. transportation causes huge emissions. animal agriculture- significant contributor to emissions. manufacturing of stuff- a massive contributor to world emissions. so let's address some of those with our ideas. number one: in the short term: carbon taxes. ok, carbon taxes make sense in the short term. there is some disagreement among the left as to whether we want revenue-neutral carbon taxes or carbon taxes that will raise revenue, which can then be used for whatever right insert here. in either case, study after study has demonstrated that carbon taxes will incentivize cleaner manufacturing and cleaner transportation. period number two: we should have targets for X percent renewables by Y date in the future. sometimes the targets are."
Which Policies Would Actually Curb Climate Change?,4dHem7KqCYY,David Pakman,"unrealistic. it'd be great to have realistic but aggressive targets. in either case, we need to be setting goal posts and trying to reach those goals. number three: we should reduce the amount of meat that we eat. there's really no way around that at this point. moving to lab-grown meat is definitely a possibility that might be more palatable to people who eat a lot of meat. I am down to eating red meat probably five times a year and eating poultry, I don't know- maybe once every ten days, and beyond that I am tasket Aryan for most of the time. we know that this is a good thing, and until lab-grown meat becomes a full reality, we should be doing that. and then we've got to incentivize renewable energy. like yesterday, I mean right away. right now, we are subsidizing a lot of the wrong forms of energy: fossil fuels, oil. Trump talks about clean coal, trying to revitalize an industry that the free market has clearly shown should be dying. coal should be going away completely. we do want to incentivize the generation of renewable energy. stop incentivizing the continued harvesting of fossil fuels and- and this is a controversial part- I've gone back and forth on this over the last many years- I'm open to open to using nuclear as a bridge to get off of fossil fuels and to renewables. but number one takes a long time to get new renewable on board. I"
Which Policies Would Actually Curb Climate Change?,4dHem7KqCYY,David Pakman,"actually don't know that at this point the timing even makes sense, like I'm conceptually open to nuclear as a bridge, but given how long it takes to actually start producing new nuclear power, I don't even know that the timeline makes sense for us geopolitically. this is all really important stuff. if we reduce our demand for fossil fuels, this weakens the leverage that country's hostile to a half a Venezuela, Russia. I'm not saying we should never try to have good relationships with these countries. I'm merely saying that deleveraging them when it comes to manipulation and control over the oil markets would be a very good thing geopolitically and a very good thing in terms of national security. yes, there may be short-term pains in terms of gas taxes or other costs. that would be part of a long term solution- but I think that if we think through it carefully, the government can ensure the that those who would be most hurt by a slight uptick in the cost of gas or other fuel energy sources. we can mitigate those impacts, and I think that we should. if I'm missing something here, send me your thoughts. I want to hear from you."
Fact &amp; Fiction: The Impact of Climate Change,k4PCtuDphxM,David Pakman,"Michael man is distinguished professor and director of the earth system science center at Penn State University and also author of two books, including dire predictions: understanding climate change and the hockey stick and the climate Wars- it's so great to have you on and uh the. the book really uh presents in sort of ordinary, uh straightforward language the important findings of what is currently happening with the the climate crisis on Earth. I would love to start at the broadest Point possible with regard to what predictions we can make and predictions people may have heard about the future of the climate crisis. uh, people sometimes hear: oh, the entire East Coast will be underwater or all of the ice will be melted in the polar ice caps, Etc. and sometimes it sounds a little bit hyperbolic. so let's break it down. what are the real concerns with regard to what we can predict will happen as a result of continued climate change? uh, thanks, it's good to be uh on the show with you. um, so if we continue with business as usual- uh, burning of fossil fuels. uh, if we don't take precautionary actions to deal with our uh increased, uh ongoing emissions of carbon into the atmosphere, we will likely see uh between 7 and 9 degrees Fahrenheit warming of the globe by the end of the century. uh, now, that won't. uh, you know, that doesn't mean that the, the entire us, will be."
Fact &amp; Fiction: The Impact of Climate Change,k4PCtuDphxM,David Pakman,"submerged uh below the ocean. um, uh, it means that uh, there will likely be enough sea level rise to uh Force us essentially to retreat from many of the uh major coastal cities of the US and elsewhere around the world. uh, it will mean that uh, many of the problems we are already seeing uh damaging impacts of climate change related increases in extreme weather, um wildfires, droughts, uh flooding- all those things that we have seen already- um uh worsened weather, uh events because of the impact of climate change, will get that much worse. uh, if we again continue with business as usual, burning of fossil fuels. uh, by the end of the century, we warm the planet by 7 to9 degrees Fahrenheit. uh, arguably, the rates of change that we will see in our climate will exceed our ability to adapt to those changes. on the other hand, I'm curious, Michael, as far as the temperature change you know we you talked about the sea level rise that we would see what the if, if our oceans were warmer. also, would that not have a significant impact on ocean life and thus the entire animal ecosystem? yeah, that's right. uh, in fact, right now we have a major El Nino event going on and it sort of gives us a glimpse of the future, because during El ninos, often uh sea surface temperatures around uh the the world are much warmer than they would normally."
Fact &amp; Fiction: The Impact of Climate Change,k4PCtuDphxM,David Pakman,"B and with those large El Nino events like the one we're seeing right now, we often see massive die off of corals. we see, uh, uh, an event called Coral bleaching, where corals they lose their color because the symbiotic organisms that give them that color um literally, literally flee, but the the corals can't move, they're stuck and, uh, if that goes on long enough, that kills off the corals. uh, that is combined with the effects of ocean acidification: as we increase Co two in the atmosphere, the oceans become more acidic. so all of these things are impacting uh ocean biota, coral reefs. uh, this is part of the reason that climate change represents a major threat to uh ocean biodiversity, uh to fish populations and our ability to continue to feed ourselves uh through um fishing. I would love to hear a little bit from you about, uh how our audience can uh tackle, when they are on the receiving end of what to me sounds like a tired old talking point from so-called climate Skeptics, or or non non-science believers, as I like to call them that. Hey, listen, humans on Earth, we only have observations about temperature from a very tiny slice of the history of our planet and there's really no way at all to say that the. the changes in temperature we're seeing today are any more than just cyclical temperature changes. we've had ice ages and it logically follows we."
Fact &amp; Fiction: The Impact of Climate Change,k4PCtuDphxM,David Pakman,"also have warmer periods. we, we only have a little bit of data. that's a very common talking point we hear from climate Skeptics. what can our audience have sort of in their Arsenal to refute that? sure, so I will respond to that particular talking point. but, uh, it's often very useful to draw upon resources that exist out there. um, there is a site called skeptical sciencecom and if you go to that website, they have a list of the hundred or so leading climate change denier talking points and the scientific resp responses to each of those talking points at the introductory, intermediate and advanced level. fantastic, uh. and even better than that, you can download the whole thing onto your smartphone and have it at your fingertips. so you know, at that Thanksgiving dinner, where that can torous uncle that you have, who always comes armed with, uh, you know, you, you've got that at your disposal and you can respond to him in real time. uh, but, uh, with that particular talking point, um, it's actually combining a number of myths. uh, first of all, it wouldn't even matter, um, if the current warmth that we've seen, whether or not it's unprecedented, um, the reason for past periods of warmth is understood, the reason that, uh, you know, the temperatures were so warm during the early Cretaceous Period, when dinosaurs roamed the planet, that was because of very high CO2 levels, a very high Greenhouse."
Fact &amp; Fiction: The Impact of Climate Change,k4PCtuDphxM,David Pakman,"Effect and that happened naturally over tens of millions of years due to Natural variations in in the concentrations of these greenhouse gases that have to do with things like plate tectonics. so those changes happen over a time scale of- you know, it's a 100 million years if you go back to the early Cretaceous Period. what we are doing by burning fossil fuels is literally taking all the carbon that got buried in the ground after that period, over a hundred million years, and we're putting it back up into the atmosphere, but over a time scale of a hundred years, a million times faster. so it's the rate at which we are modifying the atmosphere and warming the planet that is caused for concern, not whether or not there might have been past periods, uh periods in the distant past there that were as warm. one other thing: we do know that the recent warming spike is unprecedented- uh, going back into the last ice age and probably back more than a 100,000 years. there are various lines of uh paleoclimate evidence that we can use to piece together the puzzle of how the climate changed in the past, and those data tell us that the recent warming Spike um is likely unprecedented in tens of thousands of years, maybe more than a 100 thousand years. so it is unusual, and the CO2 concentrations that we've reached already are higher than they've been in millions of years."
Fact &amp; Fiction: The Impact of Climate Change,k4PCtuDphxM,David Pakman,"we know that as well. and, Michael, how drastic do human activities on earth have to change to really make a dent in the impact that we're having? you know, sometimes I'll read about a new Initiative, for example, uh, we could move 30 % of New York State's electricity consumption to renewable and and green alternative energies. uh, on a per capita basis- and I'm thinking per capita- our population continues to increase. we're talking only about 30%. it seems like 10 years from now, any benefit that we get from doing that is already going to be undone by our population growth. is my sort of a, a pessimism, or feeling overwhelmed by the, the magnitude of what we have on our hands here, Justified, or can we really make a dent in this? yeah, I think it's a little overly pessimistic. um, population in the US isn't climbing, uh, uh, it's population uh, in developing nations. um, that uh continues to climb. but when demographers look at sort of the large scale Trends, uh, right now, uh, with global population, they estimate that will probably plateau uh by the middle of this Century at about 9 billion people. so, yes, will be more people. right now there are about 7even billion people, but that's not going to continue on an uh exponential trajectory, like it has in the past, it appears to be plateauing out uh now can we provide uh energy for those people without the"
Fact &amp; Fiction: The Impact of Climate Change,k4PCtuDphxM,David Pakman,"continued burning of fossil fuels. that's the real Challenge. and you know you mentioned, uh, you know the- the possibility of New York generating 30% of its electricity from Renewables. well, Germany's already doing it. Germany is doing that, the. if you look around the globe, if you tally the the total uh Global electricity use, we are now up to about 22% of our electricity generation globally coming from Renewables. so there has been a dramatic uh turning of the corner just over the past few years, um, in, you know, moving away from burning of fossil fuels, moving towards renewable energy to generate electricity. we've got a lot farther to go, but last year, for the first time ever, or the first time in many decades, we saw global economic growth without any growth in carbon emissions. right, we reported on that that extensively, and that that seems to be a really important indicator of where things could go with the right decisions made, is it not a absolutely it suggests that we're turning the corner. now we're not yet turning the corner fast enough to stabilize those greenhouse gas concentrations below dangerous levels, so it's going to take a lot more work, but, uh, there's reason for cautious optimism. we are already beginning to turn the corner. well, any conversation about climate change where my view is unnecessarily pessimistic for me is a win. you know, I mean, that's uh, that's good news. for sure I'll remind."
Fact &amp; Fiction: The Impact of Climate Change,k4PCtuDphxM,David Pakman,"our audience. we've been speaking with Michael man, distinguished professor and director of the earth system science center at Penn State University. check out his book: dire predictions: understanding climate change. thanks so much for joining me today. oh, thank you, it was a pleasure talking with you."
Candace Owens Climate Monologue,5KQcLWyVn_s,Candace Owens,"[Applause]. hello and welcome. i was having a conversation the other day with one of my oldest friends. we were sort of reminiscing about high school, the high school years, particularly about a boyfriend that she used to have, a terrible boyfriend. every single time they got into a fight and she wanted to break up with him, he would say: if you break up with me, i'm gonna kill myself. he would threaten suicide every time that she wanted to break up with him. and i thought to myself, oh my gosh, looking back on that, what emotional abuse that was. we were talking about that because now we're adults, obviously we're in our 30s, and we can look back on those times and think, wow, adult, maybe an adult maybe should have intervened in that relationship. and that kind of got me thinking, because textbook emotional abuse and uh, blackmail kind of seems to be the way of the world right now, particularly when it comes to our government. they're constantly telling us: do this or death. on the other end of it, just like her boyfriend, right, so it's: wear a mask, or you are going to kill the people around. you. wear a mask, or granddad's going to die. i mean that's emotionally abusive. it's psychologically abusive to constantly think that if you don't do something, you're going to die and, by the way, it's not like it just got started with the coronavirus in terms"
Candace Owens Climate Monologue,5KQcLWyVn_s,Candace Owens,"of our government using this as a tactic. it's actually started a long time ago, especially in terms of the climate change lobby. i mean, is there anything that's more aggressive in terms of telling people that they are going to die than when it comes to climate change? i know a lot of parents at home that watch my show, have children that are growing up right now in the world who actually believe that in 10 years, they're not going to have a plan to live on. that that is real. there are children that are suffering psychological trauma in school, learning that they're not going to have a planet to live in in a few years. that's a scary thing to go through, and if you are one of those adults, i want to make sure you share this clip with your son or your daughter, because it's important that they know a few things. the first thing they should know is that they are not the first generation that was told that they are going to die, especially when it pertains to the climate. in fact, i remember when i was growing up. it was similar: the plan is going to be gone in 10 years if you don't do this, and guess what? i actually believed it when i was in school. so here's a list of just some of the things that maybe your, your parents or your grandparents may have gone through in"
Candace Owens Climate Monologue,5KQcLWyVn_s,Candace Owens,"1975, they said that there was going to be dire famine, dire famine. people were going to all die because there wasn't going to be enough food on the planet. there also was, of course, global cooling. you might be a person that lived that generation where they told you that there was going to be a new ice age by the 21st century. of course that didn't happen. i think the most traumatic among them has to be the people that lived through acid rain. they told them that the oceans were going to become acidic and then acid rain was going to pour from the sky. could you imagine being scared every time it rains as a child, can you imagine thinking today is going to be the day the acid rain is going to pour down because we haven't done enough to protect the planet? that actually happened, of course. the acid rain never came, but that didn't stop people. of course they said the ozone layer. there was the ozone layer hole. oh my god, the world's going to end. except it didn't end. so they shifted gears and they said: we're going to eventually run out of water. that was another one. and of course, in my generation it was global warming, global warming, global warming everywhere. they forced us to actually watch in health class al gore's inconvenient truth, and i remember being terrified because the sea levels were rising. they told us that."
Candace Owens Climate Monologue,5KQcLWyVn_s,Candace Owens,"in 10 years, florida was going to be under water. they were making placing bets. florida will be underwater unless you kids, you guys at home, unless you do something. here's what i'm going to recommend to you. uh, it's a book called inconvenient facts, written by gregory wrightstone, and it is something that completely changed my perspective on climate change and something that all children should read. if your children are fearful that the world is going to end, they should know that the left always promises an apocalypse. they've done it many, many times and, of course, we know the reason why: it's because they want to extract money. they want to be able to raise trillions and trillions of dollars on fear. children are going to commit to having the government tax them into perpetuity because there's some climate crisis that they need to fix. so here are just a few, by the way, of those inconvenient facts that he lists in this book that i think are important. first and foremost, we are living in one of the coldest periods in all of earth's history. oops, so much for everyone telling us that global warming and carbon dioxide- which, by the way, is plant food- is going to make things so terrible. more co2 means more plant growth. more co2 helps to feed more people. worldwide, the number of tornadoes is declining. extreme heat events are declining. there has been no increase in frequency of hurricanes."
Candace Owens Climate Monologue,5KQcLWyVn_s,Candace Owens,"in recent data, forest fires across the northern hemisphere are also decreasing. so you know, they shifted gears away from global warming and pushed it towards climate change because, unfortunately, in 2011, actually, the earth started to cool a bit. so they said, oh, we got to move and now it's just climate change. every time a climatic event happens, they want you to go. oh my gosh, oh my gosh- climate change, the world is ending. it's not ending. it is not ending. there's not going to be some event other than your government attempting to grow and using children to do that. it's a form of child abuse. i believe it is a form of child abuse. worse than that, it's a cult. i believe it is a climate doomsday cult and, just like every doomsday cult, when they don't meet the deadline, they just transform it and go. actually, no, no, no, the doomsday is going to be a little bit later. well, guys, i'm pleased to tell you that today is my birthday. this is my birthday episode and for whatever reason, i, candace owens, have managed to survive so many leftist apocalypses. i survived y2k, i survived acid rain, i survived the corona coronavirus. they just cannot get rid of me. here's to another year and welcome to candace. [Music]."
"Candace Owens - Climate Change, Gender & War On Fertility",1feEjY8kPfw,Candace Owens,"I mean I just would like to shout out: do not. I do not know this person at all, but a book: if you have a child that you want to make aware of the climate scam which you are absolutely crazy about, about the subjugation of humanity. such an easy book, very short read. it's called Uh inconvenient facts and it's written by Gregory Whitestone and it will wake you to the fact that the ipcc is just a corrupt industry. every single model they ever have put out is wrong and they rely on people not understanding just how old the Earth is and that it goes through coldness. it could. I mean there was a medieval warming period followed by a freeze. I mean, there's just they're trying to actually make you think that weather is something to be fearful of and that these things don't naturally happen like forest fires, they just naturally happen. they've always happened to. speaking of time, things get hot. I just came back from South Africa. while we were there, just temperature hits in Africa, the bush Burns and it's a good thing that it burns, and so people. they rely on the ignorance of people that are widely emotional, which is why they start they sort of brainwash when you are in high school, when you are in middle school, if there's always a different scare and they've been wrong every time time to go. if you still believe that."
"Candace Owens - Climate Change, Gender & War On Fertility",1feEjY8kPfw,Candace Owens,"there are some element of truth to this. just go talk to people in different generations and tell them what their big scare was. I was generation: global warming. we still had to watch a sad movie of polar bears drowning and we're told that there were going to be no polar bears left. in fact, polar population has gone up since inconvenient facts. generation before us. they were told the exact opposite: that it was going to be global cooling. they were all going to freeze to death and then they were like: oh, got that one wrong, so we're gonna change to global warming. exactly. they need the grip to keep going. all that money, everything is always about money, and it's the same people destroying the environment that are coming to you saying: just give us more money and we'll fix the environment. in reality, those Solutions do not work and create more problems and they fly private when they talk about it, on your private jet to discuss Ukraine and but also climate and everything doesn't make sense when it's put together. it doesn't matter, because don't pay attention, because you're supposed to be ignorant and not realize that literally all they want is money, launch a new war and ruin the climate. at the same time, they're telling you that you've got to give them more money so they can save the climate. I mean, it's stunning to me and people that get behind this."
"Candace Owens - Climate Change, Gender & War On Fertility",1feEjY8kPfw,Candace Owens,"initiatives over and over and over again. if you're really trying to discern what VidCon is, go find the people that back the military industrial complex. go find the people that put a little Ukraine flag and told you that this was your duty to go out and defend Ukraine. to ask no questions about president zielinski, who shut down that speech. I find that to be absolutely ridiculous. um, I wrote this in my book, but my thesis is that what they're basically doing is modernizing the slave plantation. right, you can't now take people into chains, but what was one element of the slave plantation? well, it was that slaves weren't allowed to learn how to read. these were called slave quotes. So what better way than to make people think that they're learning how to read, but they're learning nothing? they're learning be scared. the plan is going to be dead in 10 years. men can be women. women can be men. I have a degree, I'm so smart. should they come out? super arrogant, convinced they know everything? and they quite literally, if you drop them off in the forest, they'd all be dead in a week. right, they literally know nothing. this is all a part of the big plan. right, the idea is to produce dumb people intentionally. right, you literally have doctors that are graduating Harvard right now. I cover this on my podcast this week. they are graduating Harvard and they believe."
"Candace Owens - Climate Change, Gender & War On Fertility",1feEjY8kPfw,Candace Owens,"that children are born with the ability to pick their gender. I mean, like, like they're talking about infants right now. I cover this on my show. infants, they believe, have within them, possess within them, the knowledge to know that they're in the wrong body. right, I have an infant. this is. these people now are convinced that they're brighter than you because they're a doctor and they became a doctor because they graduated from Harvard. you, I'm like you, I know you went to University. you have to go to university to be that dumb. nowadays it's you have to spend four years in school to be this stupid kids. it's like all you have to do to trick an academic is to put it in a book and it becomes magically real and they suspend their ability to think quickly, because that's what too much schooling does. it's suspend your ability to think critically, because your job in these, at these University campuses, is to remember information, not to to regurgitate information. it's not to think quickly and go, wait a second. this justifies common sense, right? you know they just go, oh, but it's right here. right here, it's a passage. I am now of very formed opinion that I believe that there is a true government war on fertility. they want to own the means of fertility, and this is big. this is happening in the classroom with convincing women, when we're 13, to get."
"Candace Owens - Climate Change, Gender & War On Fertility",1feEjY8kPfw,Candace Owens,"on birth control pills and telling you there's no effect. there's no effect in me taking hormones every single day. that's crazy really. there's gonna be no effect to me taking hormone pills every how stupid. I mean again common sense, but I read it. I read it about it: there's a there's a sterilization program being run right now against the people of this world and many people don't even realize it."
Ben Shapiro VS Climate Change,WJUZuOTNehE,Ben Shapiro,"okay, so here's my take on on the climate change issue. um, on the climate change issue, I'm not going to pretend that I'm an expert in in reading the studies, I do know that certain aspects that have been widely talked about have been debunked. the idea that the Arctic Ice is disappearing is nonsense. uh, the idea that the hockey stick graph is anything remotely resembling reality. the hockey stick graph shows over the last century- and it's it's too short a period of time to do climate change statistics like this. it shows over the last century century and a half, that the climate, along with carbon emissions, go like that, that it's a hockey stick. the problem is that's falsified data. uh, there have been multiple problems with the measurement data. as far as global warming, uh, the that's why they call it climate change now and not global warming, because the Earth basically has not been warming for the last 15 years or so. all of which is to say. if you could come up with a solution that did not hurt millions of people and plunge us back into the 1850s, then maybe we could talk about it. the problem is that nobody, even on the left- people who are the biggest climate anthropogenic, climate change Advocates, cannot tell you what we are supposed to do to stop climate change. everything they're talking about is, at the very least, trimming around the edges. so"
